Placeholder	Heritability_0.92_Rep_1
Ames21096:81FE8ABXX:6:B9	1.13300950440034
Ames22011:81FENABXX:5:D3	0.989768136008182
Ames22012:81FE7ABXX:1:H12	0.967129496434838
Ames22013:81FENABXX:5:C12	1.18912621688216
Ames22014:81FE7ABXX:1:F9	1.21400094713441
Ames22015:81FE7ABXX:4:B8	0.0135368039175189
Ames22016:81FE8ABXX:1:G1	1.05171388478452
Ames22017:81FE8ABXX:1:C10	1.07204052002957
Ames22018:81N4HABXX:6:F8	1.05990851800585
Ames22019:81N4HABXX:5:H11	1.02545714790748
Ames22020:81N4HABXX:6:G3	1.01187837797976
Ames22021:81N4HABXX:5:G10	1.08933990633882
Ames22022:81FE8ABXX:1:H8	0.974118572045611
Ames22023:81FE8ABXX:1:G4	1.09347351602748
Ames22024:81N4HABXX:5:F10	1.00774704550549
Ames22025:81FENABXX:1:C8	1.39578054369205
Ames22026:81FE7ABXX:2:G5	1.539710927357
Ames22027:81FE7ABXX:1:B7	0.978479167624377
Ames22028:81FE7ABXX:4:C9	0.962046308446543
Ames22029:81FE7ABXX:5:B8	1.0085394496603
Ames22030:81N4HABXX:6:H11	1.02802126185553
Ames22031:81N4HABXX:7:D10	1.52201598110131
Ames22032:81FE7ABXX:3:G8	1.03066516789354
Ames22033:81FE7ABXX:7:G11	0.983093597565279
Ames22034:81FENABXX:3:H4	1.01019228352925
Ames22035:81FE8ABXX:4:C12	1.06944748049135
Ames22036:81FENABXX:7:B7	1.06188207929976
Ames22037:81FE8ABXX:5:F5	1.05389664692647
Ames22038:81FE8ABXX:5:F10	1.06386773408804
Ames22039:81FE8ABXX:6:A8	1.02154114082947
Ames22040:81N4HABXX:6:D11	0.975539904449995
Ames22041:81FENABXX:2:E8	1.06158638705565
Ames22042:81FENABXX:3:E11	0.970536110851802
Ames22043:81FE8ABXX:6:F12	0.981537005175251
Ames22044:81FE7ABXX:4:E8	1.05806777623018
Ames22045:81FE7ABXX:6:B2	1.01168293298509
Ames22046:81FE7ABXX:4:B10	1.047711726709
Ames22047:81N4HABXX:7:H4	0.953340528221151
Ames22048:81FENABXX:3:A3	1.09096226463204
Ames22049:81FE7ABXX:4:F12	1.06802467599216
Ames22050:81FE7ABXX:6:H2	0.978205811832626
Ames22051:81N4HABXX:2:G7	1.08367199096632
Ames22052:81FE8ABXX:4:E12	1.01125272542926
Ames22053:81FENABXX:3:F4	1.07413387989964
Ames22054:81FENABXX:7:E6	0.957741303817997
Ames22055:81FENABXX:7:C7	1.02680721088046
Ames22056:81N4HABXX:2:E8	0.116301406084097
Ames22057:81FENABXX:1:E8	1.08426606919514
Ames22058:81FENABXX:3:B8	1.05296729907916
Ames22059:81FE8ABXX:6:E2	1.10217212949368
Ames22060:81FENABXX:7:A6	0.979963271966576
Ames22061:81FENABXX:3:H7	1.03391786765591
Ames22062:81FE8ABXX:6:D11	0.987623031561834
Ames22064:81FE8ABXX:5:G10	0.897101318830021
Ames22065:81FE8ABXX:5:D5	1.02949653351502
Ames22066:81FENABXX:3:H3	1.00823346025714
Ames22067:81FE8ABXX:5:D10	0.941214736682157
Ames22439:81FE8ABXX:1:B8	1.20579177389984
Ames22441:81FE8ABXX:4:A1	1.08315554292113
Ames22442:81FE8ABXX:6:B7	1.08794929136098
Ames22747:81FE8ABXX:4:B6	1.05330735344857
Ames22748:81FE7ABXX:3:F10	1.1368545012621
Ames22749:81N4HABXX:7:C7	1.27909005373361
Ames22750:81N4HABXX:6:D12	1.20423360348265
Ames22751:81N4HABXX:7:H6	1.14646053601993
Ames22752:81FENABXX:1:G4	1.09752476325336
Ames22753:81FE7ABXX:5:A7	1.17733967391272
Ames22755:81FENABXX:7:G5	0.957488384838853
Ames22756:81FE8ABXX:1:E6	1.0538596808611
Ames22757:81N4HABXX:6:F5	0.933880460028673
Ames22758:D0D0BACXX:4:F3	1.12267723914914
Ames22759:D0D0BACXX:4:D2	0.942541367945675
Ames22760:81FE8ABXX:3:G3	1.03342613544391
Ames22761:81N4HABXX:5:G8	1.00307356162178
Ames22762:81FE7ABXX:7:G5	1.03775927900305
Ames22765:D0D0BACXX:4:B7	0.928137084648551
Ames22766:81FE8ABXX:2:G9	1.14336083780229
Ames22767:81FE8ABXX:1:A5	0.975296518925679
Ames22792:81FENABXX:3:F2	0.977146365726
Ames22793:81FENABXX:3:G8	1.04649728925178
Ames22794:81FENABXX:2:G10	0.905215957322589
Ames2325:81FENABXX:7:G2	1.26483581079414
Ames2326:81N4HABXX:7:E11	0.979209561878484
Ames2327:81FE7ABXX:3:E7	0.934047478320214
Ames2328:81FE7ABXX:5:D11	1.044492605545
Ames2329:81FE7ABXX:6:E1	1.23439332626685
Ames2330:81N4HABXX:6:F10	1.21211361784161
Ames2331:81FE8ABXX:7:F12	1.07931710080148
Ames2332:81FE7ABXX:4:A6	0.951189554584234
Ames2333:81FE8ABXX:1:A3	0.992013995808203
Ames2334:81N4HABXX:6:C5	1.07365417177464
Ames2335:81FE8ABXX:1:E4	0.157586225510508
Ames2336:81FE7ABXX:5:B5	1.33705728772549
Ames2337:81FE7ABXX:5:F4	0.0619254252961129
Ames23389:81FE8ABXX:1:B10	1.00696286312694
Ames2338:81N4HABXX:7:B8	1.24182492943282
Ames23391:81FENABXX:2:G9	1.03378102715024
Ames23392:81FE8ABXX:5:B9	0.219333429992283
Ames23393:81FENABXX:3:B9	0.0848824175753348
Ames23394:81FENABXX:3:H1	1.02723459591057
Ames23395:81FENABXX:4:C10	0.0420131989085691
Ames23396:81FE8ABXX:5:B4	0.172924111972217
Ames23397:81FENABXX:3:D6	0.147704647120128
Ames23398:81FENABXX:2:E9	1.12035358796131
Ames23399:81N4HABXX:3:C6	0.036137429700723
Ames2339:81FENABXX:1:A4	1.1675136243401
Ames23400:81FENABXX:7:D5	0.248322782005996
Ames23401:81FE8ABXX:5:G7	1.03933092715893
Ames23402:81FENABXX:4:E12	0.14192646928336
Ames23403:81FE8ABXX:5:A10	1.04714398999668
Ames23404:81N4HABXX:7:F7	0.958075417788356
Ames23406:81FE8ABXX:5:D7	1.19835755610698
Ames23407:81FE8ABXX:5:H9	0.946208892340939
Ames23408:81FENABXX:3:D9	1.09375537369939
Ames23409:81FENABXX:3:A7	1.27457369026138
Ames2340:81FENABXX:2:A3	0.908533663481709
Ames23410:81FENABXX:3:H2	0.0946566803694325
Ames23413:81FENABXX:7:E5	1.10270340603783
Ames23414:81FE8ABXX:6:E3	1.22167683156079
Ames23415:81FENABXX:2:F11	1.08907520228936
Ames23417:81FE8ABXX:5:A7	0.0764767548621495
Ames23418:81FE8ABXX:6:A1	1.23867584945516
Ames23419:81FENABXX:3:C6	0.150408860993408
Ames2341:81FE7ABXX:4:E4	1.23907439321357
Ames23420:81FE8ABXX:6:D9	1.23386335817954
Ames23421:81FE8ABXX:5:G5	1.03356139785804
Ames23422:81FE8ABXX:5:D3	1.19064797368738
Ames23423:81FE8ABXX:5:F1	1.27399646700393
Ames23424:81FE8ABXX:5:H1	1.13941953460167
Ames23425:81FENABXX:7:B6	0.973732104372929
Ames23426:81FE8ABXX:5:C4	1.16849068973603
Ames23427:81FENABXX:3:E2	0.952163772327373
Ames23428:81FENABXX:3:D3	1.11527166656963
Ames23429:81FENABXX:3:E7	1.20240662583424
Ames23430:81FE8ABXX:6:H7	1.1719142468741
Ames23431:81FE8ABXX:5:H2	1.0016216118752
Ames23433:81FE8ABXX:6:D3	1.12385462534296
Ames23434:81FE8ABXX:4:H11	1.19702521892901
Ames23435:81FE8ABXX:5:G2	1.03762212307365
Ames23436:81FENABXX:6:B7	0.905257710251781
Ames23437:81FENABXX:3:A5	1.04893952123911
Ames23438:81FE8ABXX:5:C6	1.27268090426241
Ames23439:81FENABXX:7:D6	0.0747516163953298
Ames23440:81N4HABXX:4:A1	1.02605274509758
Ames23441:81FE8ABXX:6:A2	1.0132279493953
Ames23442:81FENABXX:2:A11	0.14115529771515
Ames23443:81N4HABXX:4:F8	0.362076955069402
Ames23444:81FE8ABXX:4:G12	0.275116838184814
Ames23445:81FE8ABXX:4:H12	0.975653491687618
Ames23446:81FE8ABXX:5:E10	1.06966706441332
Ames23447:81FE8ABXX:6:F9	1.01959107089288
Ames23448:81FE8ABXX:5:C8	0.999298417429301
Ames23449:81FE8ABXX:6:D2	1.13866971484559
Ames23451:81FENABXX:3:C7	1.04513303041646
Ames23452:81FENABXX:7:C5	1.04050777910476
Ames23455:81FE8ABXX:5:A12	0.077387594365889
Ames23456:81N4HABXX:5:D2	1.14629701568664
Ames23457:81FE8ABXX:6:B4	0.901736853652159
Ames23458:81N4HABXX:2:D11	1.09875079990148
Ames23459:81N4HABXX:7:B6	1.01732202012884
Ames23460:81FENABXX:2:F5	1.12883590745062
Ames23461:81FE8ABXX:6:H5	0.0891104118748773
Ames23463:81FE8ABXX:5:E9	1.23553281688238
Ames23464:81FE8ABXX:6:C11	1.1440404700524
Ames23465:81N4HABXX:2:F6	0.96378545426261
Ames23466:81FE8ABXX:6:E4	1.0494690891422
Ames23467:81FE8ABXX:6:G3	1.12201730244718
Ames23468:81FE8ABXX:6:A6	1.12674173390833
Ames23469:81FE8ABXX:1:B1	1.34322942216117
Ames23470:81N4HABXX:6:G7	1.12985589887052
Ames23471:81FE8ABXX:5:H10	1.19146673282221
Ames23473:81FENABXX:2:G1	0.986780794839924
Ames23474:81FE8ABXX:5:D4	0.938348097933785
Ames23475:81FE8ABXX:4:F12	1.09926735032302
Ames23476:81FE8ABXX:5:A2	1.01388642244786
Ames23477:81FENABXX:4:D12	1.25171960746983
Ames23478:81FE8ABXX:6:H2	1.33193043869245
Ames23479:81FE8ABXX:5:B5	0.100352689408291
Ames23480:81FE8ABXX:5:G1	1.1048411704564
Ames23481:81FENABXX:3:A1	1.05997850355865
Ames23482:81FENABXX:7:H1	1.16621240187968
Ames23483:81FE8ABXX:6:C10	1.0577437500113
Ames23484:81FE8ABXX:6:F5	1.14624145139081
Ames23485:81FE8ABXX:5:A5	0.417613329094628
Ames23486:81FENABXX:2:C11	0.00196650252414232
Ames23487:D0D0BACXX:3:F3	1.10116190672188
Ames23488:81FE8ABXX:6:F6	0.249001737824868
Ames23490:81FE8ABXX:5:D8	0.910650273605026
Ames23491:81FE8ABXX:6:D6	1.04577306528515
Ames23492:81FENABXX:3:G4	1.17520684492918
Ames23493:81N4HABXX:7:F11	1.23604669776556
Ames23494:81FENABXX:3:C1	1.28521719542744
Ames23495:81FENABXX:7:F7	0.120674906293487
Ames23496:81FENABXX:7:F6	1.12594633203103
Ames23497:81FE8ABXX:5:H3	0.929027951569608
Ames23498:81FENABXX:3:G3	0.886987750544458
Ames23499:81FENABXX:3:C9	1.16846806393888
Ames23500:81FE8ABXX:5:G6	1.14426473710478
Ames23501:81FE8ABXX:6:C2	1.26623339693472
Ames23502:81FE8ABXX:6:H8	1.07255413596793
Ames23504:81FENABXX:3:E4	1.26398585997091
Ames23505:81FE8ABXX:6:H6	1.10975397261867
Ames23507:81N4HABXX:7:E12	1.31508318750551
Ames23508:81FE8ABXX:6:F8	1.15291553444163
Ames23509:81FE8ABXX:5:E1	1.077157715926
Ames23510:81FE8ABXX:5:H8	0.179239745072053
Ames23922:81FE8ABXX:1:B7	1.31049701205563
Ames23923:81FE8ABXX:2:B9	0.183705455795286
Ames23924:81FE8ABXX:2:F12	1.08601963483178
Ames24585:81FENABXX:6:B5	1.13925125716159
Ames24589:81N4HABXX:7:H12	1.26158091527091
Ames24590:81FE7ABXX:4:B3	0.901436721120939
Ames24704:81FENABXX:2:H12	0.982947969770205
Ames24705:81FE8ABXX:5:D1	0.161000276070698
Ames24706:81FE8ABXX:5:F12	1.01513831362707
Ames24707:81FENABXX:2:H9	0.932154265525268
Ames24708:81FE8ABXX:6:E8	1.0262416608743
Ames24709:81FE8ABXX:6:C6	1.19293911547289
Ames24710:81FENABXX:2:A12	1.11207561273091
Ames24711:81FE8ABXX:6:A4	0.992173379950659
Ames24713:81FENABXX:3:B4	0.927225370501663
Ames24714:81FENABXX:2:B10	1.133059734824
Ames24715:81FENABXX:2:B9	1.25390969144344
Ames24716:81FE8ABXX:5:B1	1.37374307372923
Ames24717:81FE8ABXX:6:D12	1.36790925023759
Ames24718:81FENABXX:2:H11	1.26845771177638
Ames24719:81FE8ABXX:6:G9	1.01624435215468
Ames24720:81FE8ABXX:4:D12	1.31950164392133
Ames24721:81FENABXX:3:G7	1.23529594014932
Ames24722:81FENABXX:3:C3	1.24857827951331
Ames24723:81FE8ABXX:4:B12	0.244320659007499
Ames24724:81FE8ABXX:6:F1	1.2746893961172
Ames24725:81FE8ABXX:6:G7	1.04367164294858
Ames24727:81FE8ABXX:5:C7	1.07797136494083
Ames24728:D0D0BACXX:3:G4	1.27516613650546
Ames24729:81N4HABXX:6:D2	0.870131203620102
Ames24730:81N4HABXX:3:E8	1.18167408619645
Ames24732:81FE8ABXX:5:E6	0.314064652763261
Ames24733:81FE8ABXX:6:F4	1.11111346644322
Ames24735:81FE8ABXX:6:G5	1.22760050276123
Ames24736:81FENABXX:3:F3	1.0106503270906
Ames24737:81FE8ABXX:5:F6	0.904333553490526
Ames24738:81FE8ABXX:6:A5	1.22953730792627
Ames24739:81N4HABXX:6:G9	1.26288993297488
Ames24740:81FE8ABXX:5:A1	1.13553692564734
Ames24741:81FE8ABXX:5:D2	0.981730577434135
Ames24742:81FE8ABXX:5:F8	1.58774384097385
Ames24743:81FE8ABXX:6:D4	0.908125290324754
Ames24744:81FENABXX:4:B1	0.9724191750266
Ames24745:81FE8ABXX:5:E12	0.983421892587709
Ames24746:81FENABXX:7:H7	1.16837381349787
Ames24747:81FE8ABXX:6:G4	1.210569413963
Ames24748:81FE8ABXX:6:B11	0.929990083362803
Ames24749:81FENABXX:3:D4	1.1511218151728
Ames24750:81FENABXX:3:A6	1.28699098719038
Ames24751:81FE8ABXX:5:E5	1.22219784474429
Ames25177:81N4HABXX:5:H6	1.20716522264614
Ames25179:81N4HABXX:2:H3	1.28823586926475
Ames25181:D0D0BACXX:4:F11	1.07880623377713
Ames25182:81FE7ABXX:6:B10	1.19477711618943
Ames25218:81FE7ABXX:6:B9	1.25280081326216
Ames2523:81FE8ABXX:3:G2	1.17753070227723
Ames25372:81FENABXX:4:F7	1.12700734561281
Ames25559:81FE7ABXX:5:A5	0.853776947965522
Ames26004:81N4HABXX:5:G11	1.59390913618857
Ames26021:81FENABXX:2:E12	0.835860233250729
Ames26022:81FENABXX:1:D12	1.13493595069321
Ames26028:81FE7ABXX:2:D5	1.02897088349109
Ames26114:81FE7ABXX:3:G3	0.103405429420637
Ames26115:81FENABXX:5:G2	1.06687354325396
Ames26117:81FENABXX:6:B2	1.06739814529942
Ames26118:81FENABXX:5:A12	0.119351259556959
Ames26119:81FENABXX:5:D1	1.03324347253044
Ames26120:81FENABXX:3:D10	1.21137753495785
Ames26121:81FENABXX:4:F2	1.1618232540999
Ames26122:81FE7ABXX:1:H3	1.13442819628455
Ames26123:81FE7ABXX:2:D3	0.958903597741656
Ames26124:81FE7ABXX:1:B5	0.936056680465813
Ames26125:81FENABXX:3:H11	1.03011452294296
Ames26126:81FE7ABXX:2:G9	1.22250315301453
Ames26127:81FE7ABXX:2:G4	0.977527905406742
Ames26128:81FENABXX:4:E7	1.00702989730529
Ames26129:81FE7ABXX:1:E7	0.934058869717422
Ames26130:81FENABXX:4:A12	0.942487189328119
Ames26131:81FE7ABXX:1:B3	1.07995168941138
Ames26132:81FE7ABXX:2:B11	1.14489495329674
Ames26133:81FENABXX:5:A10	1.20043883506948
Ames26134:81FENABXX:4:D8	0.301539434361691
Ames26135:81FENABXX:5:D10	1.12883918411354
Ames26136:81FENABXX:4:G3	1.17646861529851
Ames26137:81FENABXX:4:B10	1.05488827932322
Ames26253:81N4HABXX:3:C11	1.0682904158146
Ames26439:D0D0BACXX:4:C12	1.26873771877047
Ames26443:D0D0BACXX:4:C8	1.14694773143971
Ames26484:D0D0BACXX:4:E11	1.24087058717222
Ames26501:D0D0BACXX:4:A5	1.0958076461509
Ames26511:D0D0BACXX:4:D9	0.941883212543508
Ames26741:81FENABXX:1:F3	0.99602836494415
Ames26742:81N4HABXX:7:G12	0.950428459933889
Ames26743:81FENABXX:1:B11	1.24643185645466
Ames26744:81FE7ABXX:4:D8	1.26869382836953
Ames26745:81FENABXX:1:D1	1.02996796356768
Ames26746:81FE7ABXX:5:H8	1.22270511723818
Ames26747:81FE7ABXX:6:D7	0.941946423432184
Ames26748:81N4HABXX:7:F12	0.96050293223267
Ames26749:81FE7ABXX:3:G7	0.931685946321518
Ames26750:81FE7ABXX:3:B10	0.941741383739395
Ames26751:81FE7ABXX:4:E9	1.23300089934041
Ames26752:81N4HABXX:7:A3	1.33898956712267
Ames26753:81FE7ABXX:6:G3	1.05983496177155
Ames26754:81FENABXX:1:C7	1.23247440900348
Ames26755:81FE7ABXX:5:H6	0.93146680847386
Ames26756:81FE8ABXX:1:F2	1.03864361848533
Ames26757:81N4HABXX:7:G4	0.998022879397131
Ames26758:81FE7ABXX:4:A3	0.945119399946251
Ames26760:81N4HABXX:6:B10	1.31655984481071
Ames26761:81FE8ABXX:1:C2	1.19407688777488
Ames26762:81N4HABXX:6:A2	1.17635636500212
Ames26763:81FE7ABXX:2:F2	1.19724680502781
Ames26764:81FE7ABXX:3:A10	0.934208041976899
Ames26765:81N4HABXX:6:H8	1.27905240708741
Ames26766:81N4HABXX:5:G12	1.23019102815502
Ames26767:81FE7ABXX:4:H12	0.944881158079875
Ames26768:81FENABXX:1:G8	0.979075652991178
Ames26770:81FE7ABXX:1:E8	1.06246391391322
Ames26772:81FE7ABXX:3:H7	1.04013019704974
Ames26773:81FE7ABXX:1:D7	1.10536604394782
Ames26774:81N4HABXX:6:A11	1.09002616428629
Ames26775:81FENABXX:2:A8	1.06346090253536
Ames26776:81FE7ABXX:2:D4	1.0741865023925
Ames26777:81FENABXX:4:E9	1.07840045481686
Ames26778:81FENABXX:7:D2	1.10250211031652
Ames26779:81FENABXX:5:A9	0.947807258009382
Ames26780:81FENABXX:5:C6	1.26525205036321
Ames26781:81FENABXX:3:G9	1.1639717058511
Ames26782:81FE7ABXX:1:H7	1.189706774755
Ames26783:81N4HABXX:7:H1	0.961038073113988
Ames26784:81FE7ABXX:6:G5	1.05428121655621
Ames26785:81FENABXX:1:B6	1.24763043839163
Ames26786:81FE7ABXX:4:C3	1.04227861114122
Ames26788:81FE7ABXX:4:A5	1.18807249145583
Ames26789:81FE7ABXX:6:A1	1.31738522634958
Ames26790:81FENABXX:1:B2	1.34293528475779
Ames26791:81FE7ABXX:5:A6	1.11802786285057
Ames26792:81FENABXX:1:H7	0.953931446774595
Ames26793:81FENABXX:1:G12	0.973866597154096
Ames26794:81FENABXX:2:E6	1.00299517216955
Ames26795:81FE7ABXX:6:G2	0.990305481155203
Ames26796:81FE7ABXX:4:G2	1.1458268357583
Ames26797:81FE7ABXX:5:C5	1.08471347779633
Ames26798:81FE7ABXX:3:H6	1.225200039468
Ames26799:81FE7ABXX:5:E11	1.00052786498154
Ames26800:81FE7ABXX:5:F7	1.29272482626289
Ames26801:81FENABXX:1:C9	1.04127154638385
Ames26802:81FENABXX:1:C11	1.01424973303582
Ames26803:81N4HABXX:7:G3	0.987324448083712
Ames26804:81FE7ABXX:5:A8	1.42805850485679
Ames26805:81FE7ABXX:5:H11	1.15246518184074
Ames26806:81FE7ABXX:3:F11	1.16011615785999
Ames26808:81N4HABXX:2:A6	1.21344326502687
Ames26812:81N4HABXX:1:F4	1.21189298396996
Ames26813:81N4HABXX:6:A1	1.29258770098483
Ames26815:D0D0BACXX:3:D2	1.00773424288487
Ames26909:81FE7ABXX:2:B8	1.26443800116567
Ames27017:81FENABXX:3:G2	1.15239110785055
Ames27018:81N4HABXX:5:F5	1.04534109874132
Ames27019:81FE8ABXX:5:E11	1.3152163799612
Ames27020:81FE8ABXX:6:B6	1.11925308076666
Ames27021:81FE8ABXX:5:G12	1.15940854944767
Ames27024:81FENABXX:2:G12	1.04389765081607
Ames27025:81FENABXX:6:E5	0.92747785344145
Ames27028:81FE8ABXX:6:G1	1.0118891039848
Ames27031:81FENABXX:6:H11	0.967413239538559
Ames27032:81FENABXX:7:F4	0.999054236203936
Ames27033:81FENABXX:7:G4	1.15869721963742
Ames27034:81FE8ABXX:3:C9	1.22283564505621
Ames27035:81FE8ABXX:4:B7	1.13206922407116
Ames27036:81FE8ABXX:4:E4	0.160034195512618
Ames27037:81FENABXX:6:G6	0.121141702359756
Ames27039:81FE8ABXX:3:H8	1.15174065364767
Ames27040:81FE8ABXX:4:B1	1.01523309761461
Ames27041:81FENABXX:6:H4	0.188909302224156
Ames27042:81FENABXX:6:C6	1.08372273626835
Ames27043:81FE8ABXX:3:H7	1.20295346012162
Ames27044:81FE8ABXX:4:G1	0.928263509040866
Ames27045:81FENABXX:6:H10	1.05016154955821
Ames27046:81FENABXX:6:A5	0.909648599794628
Ames27047:81FENABXX:6:D6	0.997333039290509
Ames27048:81FE8ABXX:4:G2	1.12571523543868
Ames27049:81FENABXX:6:B12	1.06661082283564
Ames27051:81FE8ABXX:4:D3	1.27542339716588
Ames27052:81FENABXX:6:C8	0.970760309560088
Ames27053:81FE8ABXX:4:F4	1.23245271430696
