Samples	Trait1	Trait2
Z003E0185	1.05172923535449	-0.267868210669933
Z003E0187	2.41100012681719	1.97880041348949
Z003E0188	1.93488350558801	2.7309029798254
Z003E0189	0.488467712556682	0.878902909187024
Z003E0192	2.21834146818297	2.51151875934166
Z003E0193	0.232085429610629	1.48835909933793
Z003E0194	1.2286766259626	2.10780157903653
Z003E0196	1.52456224714167	1.16242292392321
Z003E0198	1.36140599967997	1.16386054825528
Z003E0199	1.64042511803092	1.38365071703441
Z008E0002	2.65055766348376	2.82392095605757
Z008E0003	4.38570209576933	5.05462014682101
Z008E0004	1.73954259550335	-0.72072499724163
Z008E0006	2.7655887296914	4.22252239199712
Z008E0007	1.24136716176696	2.8938744294787
Z008E0008	2.19974372627669	2.90872094314272
Z008E0009	0.85383666241453	1.27893600062555
Z008E0010	2.20304599861848	1.33415739789341
Z008E0011	4.89806861613987	3.50719303210559
Z008E0013	1.78145355445895	-0.163991161605935
Z008E0014	2.24974781196782	3.82340582503343
Z008E0016	3.36995106437057	3.56213096459324
Z008E0017	-0.301309479016404	0.841241140266772
Z008E0019	1.36504231457429	-0.778106555715089
Z008E0020	2.09727139815971	0.993668355052714
Z008E0021	2.02413533879252	3.69009150467721
Z008E0023	2.06564100339603	2.43552913546575
Z008E0024	2.04867494672208	1.08001038840865
Z008E0025	2.54749930655697	1.35593062418108
Z008E0026	1.9555365457101	2.82656195916346
Z008E0028	0.799979994842814	0.853708060500515
Z008E0029	1.9411786625997	3.08073946637833
Z008E0030	0.100880573826114	1.29069841340044
Z008E0031	2.53105895681192	4.19477168371155
Z008E0032	1.73725719703419	1.37173174392426
Z008E0033	2.20316746818619	0.937186871208096
Z008E0035	2.57412559594862	1.16512459513263
Z008E0037	2.57971254625553	3.70882537016064
Z008E0038	2.65231243868806	2.63657932447522
Z008E0039	0.732799770455725	1.16455530211302
Z008E0040	2.17232686787561	3.52162413224626
Z008E0042	1.60001362255942	0.635049605707078
Z008E0044	3.63599639060874	3.60601850927934
Z008E0045	2.63745558035269	2.84275223782678
Z008E0046	2.11216797115017	3.23394084871233
Z008E0048	3.93666316236946	1.82870221596273
Z008E0050	2.13711800391255	1.40891042581983
Z008E0051	2.17025705426758	2.53796616310553
Z008E0054	2.18845245637997	1.91861575002178
Z008E0056	1.43590832775283	0.508238537207356
Z008E0057	1.51668973094164	2.24656978160474
Z008E0058	-0.0962044198187195	1.92408634566769
Z008E0059	2.3009855715937	1.16839365271009
Z008E0060	1.33703277072079	1.46549024284159
Z008E0062	3.6037756939221	3.12812518592533
Z008E0066	1.73740032755916	1.36710446106633
Z008E0068	3.35604452513089	3.95656683723779
Z008E0069	3.95348646457257	2.31083955300161
Z008E0070	2.30120667421914	2.60325938797009
Z008E0071	2.45210545418281	2.03649387029807
Z008E0082	1.73322076665776	1.8986429494413
Z008E0083	0.84634800419634	0.869807534155901
Z008E0087	3.57938243231962	2.2341730125667
Z008E0088	0.853594926064393	1.99916169492748
Z008E0090	2.6296432139758	1.23292617856669
Z008E0091	3.6680588707178	3.51489632477899
Z008E0092	1.41099837795615	0.00134251272391994
Z008E0094	-0.388772905842897	1.46126905878873
Z008E0097	2.74147948134095	2.80725146739126
Z008E0098	1.90417058878389	1.06657971979656
Z008E0101	1.44900239130278	1.76025134737132
Z008E0102	1.82193603923013	0.395018110353835
Z008E0103	4.0694564459279	2.73193595043061
Z008E0105	1.21837024433548	2.14209288076899
Z008E0106	0.0394349397434225	-0.708832664162438
Z008E0107	2.930375230258	2.47239275688341
Z008E0110	2.41421634423794	1.20718062407425
Z008E0112	2.43920172635337	3.79844623589968
Z008E0113	3.85399791154555	2.96207138891532
Z008E0115	0.771508582612887	3.45901336447121
Z008E0118	2.14801617041132	2.98817833090382
Z008E0119	0.99185657244921	0.0624272453037624
Z008E0120	2.53447506316963	1.01836582401709
Z008E0121	2.57195922212605	1.70012556347652
Z008E0122	-0.168682426806568	0.421045525979047
Z008E0124	1.00434816856018	1.00791155506787
Z008E0125	2.33297609221707	1.80767484420363
Z008E0126	1.97379972144363	2.14119274646068
Z008E0128	2.29617943058984	3.38642439772848
Z008E0129	2.22784245620451	1.5243437269478
Z008E0131	2.34123132687142	0.331844331134929
Z008E0132	1.42407271206449	2.59112036512177
Z008E0135	0.910452876120643	1.80053535482465
Z008E0136	3.23645187486043	1.88348377648764
Z008E0137	1.89874188681458	1.94795676719134
Z008E0139	1.00831691337834	0.38773484789805
Z008E0140	1.29572528045144	1.1276162617151
Z008E0141	3.24528995896423	2.87095046116059
Z008E0142	1.22790991771409	0.28080825247402
Z008E0144	1.86892697747284	1.36446310312175
Z008E0145	0.331721735090248	0.973522486868824
Z008E0147	1.27668607347741	2.90712151509551
Z008E0150	0.739155002518866	2.81325599939796
Z008E0151	3.01504281007881	1.44923535802975
Z008E0153	1.70872967513638	2.3462774115765
Z008E0155	1.57942247493533	1.74636074091124
Z008E0159	2.79775748337298	2.89873890353801
Z008E0160	1.97483607662336	2.2110048601215
Z008E0162	3.67692761168258	2.95653547945248
Z008E0163	3.41614002898951	3.34305221722483
Z008E0165	0.530463342258338	2.82543542160813
Z008E0167	2.64917298465002	2.79816804635165
Z008E0168	2.61166379529516	2.35634220143457
Z008E0170	2.22310846428911	1.17527167910293
Z008E0171	3.73870368420797	3.05092007002818
Z008E0175	2.33650396199075	1.79504858135945
Z008E0177	0.998307185662204	0.5238325207043
Z008E0178	2.98114674838594	1.61087685062659
Z008E0180	1.77659334182043	0.426089281790394
Z008E0181	3.11387117973269	3.40804104382315
Z008E0182	0.713511951397495	0.16918216081847
Z008E0186	1.22981377941095	2.5301154991984
Z008E0188	2.80388083952938	4.18818242683198
Z008E0189	1.82527514261416	0.00917538675796359
Z008E0191	1.76152888050552	3.25156098784255
Z008E0194	3.43957275389867	2.89642133809356
Z008E0195	3.30269167742522	2.43475585356305
Z008E0197	0.795549951943524	-0.177983133471022
Z008E0199	3.62248517243851	2.45000237026324
Z008E0200	1.97573594928752	1.57850425888536
Z010E0001	0.495182852288853	-0.0198272255926522
Z010E0002	1.16751759968322	2.17376195102134
Z010E0003	1.34332168939398	2.35532961208959
Z010E0007	-0.229875326785587	1.68274762346616
Z010E0008	0.311899608373226	0.7986160587532
Z010E0009	2.69872710883126	1.71527545612073
Z010E0010	0.675528095411664	1.05515071001655
Z010E0011	-1.12021368870732	0.23608806787212
Z010E0012	3.52018424983768	3.23524320499266
Z010E0013	1.83312053960179	3.25174583937305
Z010E0015	2.04560601705087	1.54543864835669
Z010E0017	1.54482055628942	0.396112663648313
Z010E0018	2.39232298620186	2.13277149099247
Z010E0021	1.78571900987526	1.2610057984051
Z010E0022	1.41316881547989	0.798718936610986
Z010E0023	2.04544251870695	2.48514008126757
Z010E0024	1.13263053898618	1.61014254161718
Z010E0025	3.41542351410311	2.87786052109655
Z010E0026	1.70061446153901	0.787668489758193
Z010E0027	2.86611680400681	1.45442076729567
Z010E0028	3.05080123634895	0.0210431264508331
Z010E0029	4.01474284470754	2.6470474563379
Z010E0030	4.15868148884076	3.27859179045116
Z010E0032	1.6374488099708	1.38206909811739
Z010E0033	4.29318078117031	2.44714627280971
Z010E0034	1.8836238835587	3.05779083304009
Z010E0035	1.89898825661745	2.56982445404837
Z010E0036	2.16028285022108	3.59546439091159
Z010E0037	4.0094933636788	3.56109904466284
Z010E0038	2.94154095757253	1.31715114145575
Z010E0039	1.54222622294488	3.5361250982296
Z010E0040	2.89513148394481	1.49529407128992
Z010E0041	3.1531935908553	1.57092034070322
Z010E0042	3.401899015906	2.82926772104552
Z010E0043	4.02886482852099	4.02160731733811
Z010E0044	2.27318012322497	1.46209883748124
Z010E0045	0.207559264616724	1.33669099708129
Z010E0046	3.81735867630773	1.83398173901278
Z010E0047	3.41371166109422	2.19610136413053
Z010E0048	1.29795163887401	1.77509760840111
Z010E0049	2.29307877871221	1.22995256444468
Z010E0050	3.11288131925624	1.5873487768774
Z010E0051	0.213883244841853	1.50733989465317
Z010E0052	3.32703608175949	1.75136690474505
Z010E0053	2.93897607005954	1.76719560080734
Z010E0055	2.13292123053936	2.21264609530386
Z010E0056	1.91206204263539	1.33632918262938
Z010E0057	3.0379502207629	1.74186553906776
Z010E0058	1.99309868760449	3.09426365229295
Z010E0059	1.4913894700348	2.76525085558322
Z010E0060	1.95045535740782	2.13453405071296
Z010E0061	2.68764287195778	1.73002754362549
Z010E0062	1.12171756244092	3.11235227234262
Z010E0063	3.19567727912966	2.90129949457339
Z010E0064	3.49592795377414	4.29376861438025
Z010E0065	3.14869389549068	1.4360353442304
Z010E0066	4.43021217975152	2.82120683638114
Z010E0067	1.7069297619535	1.70187810519286
Z010E0068	0.301668598785547	0.187855994906197
Z010E0069	3.50680796338649	3.18787186590848
Z010E0070	2.50496370893928	0.826932460915764
Z010E0071	0.0465814307530894	-0.845792509081168
Z010E0072	1.48315253822495	-0.131603552791629
Z010E0075	1.46424494732967	0.277946716074127
Z010E0076	1.96998767868533	1.70319290655983
Z010E0077	2.12464620468359	3.31863030292792
Z010E0078	0.657663431847221	0.765992272374002
Z010E0079	0.686499302012955	1.14905454731919
Z010E0080	5.02048107438287	4.36362277543592
Z010E0081	2.57475561321465	1.13901305902318
Z010E0082	1.6267603656086	1.49732264948223
Z010E0083	2.90676175189444	2.56107781155168
Z010E0084	3.01135211778427	3.01647382099414
Z010E0085	-0.176591490889616	1.2116939804363
Z010E0086	-0.00217833582638738	-0.0503761488619659
Z010E0087	2.098639019537	2.22019578602414
Z010E0088	2.18547304727483	1.76707804164417
Z010E0089	1.74901937822765	0.706659599205336
Z010E0090	3.01730687761795	2.64932936411679
Z010E0091	1.49687469142489	1.23008414234696
Z010E0092	3.34349256647317	3.17985676548243
Z010E0094	0.142065951698319	-0.0936700240388006
Z010E0095	3.18935426057626	2.99214754924196
Z010E0098	0.753224771975565	0.750400529800405
Z010E0099	1.56780391466106	1.89273989123895
Z010E0100	1.7002048237444	1.68049540791203
Z010E0101	3.17798249075798	1.14588039235151
Z010E0103	2.14161851354065	1.92665366554945
Z010E0104	2.23640598783171	2.74729543980651
Z010E0106	0.612014569142425	0.722881561187542
Z010E0107	2.32345680480324	3.67518243362694
Z010E0108	2.39299764873601	0.901070856874639
Z010E0110	3.24430288027628	2.98542484446957
Z010E0111	1.19796733737701	3.03026784834862
Z010E0112	0.340812841001929	0.541282316460352
Z010E0113	1.16850617419504	0.425752139026267
Z010E0114	2.42714055490388	2.43089514222537
Z010E0115	2.73139756562916	2.43909980513209
Z010E0116	2.75427023481204	2.19583568583966
Z010E0117	3.26723195581003	1.77052923169192
Z010E0118	2.66241777445196	3.18538519343148
Z010E0119	2.5770380360224	1.52131650760344
Z010E0121	3.3738560835831	5.08186837199516
Z010E0122	3.28899046062109	2.34613999746302
Z010E0123	0.90553294374293	0.670881696034511
Z010E0124	3.16881279509892	2.56510256313365
Z010E0125	1.02596640992478	0.712278835583166
Z010E0126	4.39467984129164	4.27219587679563
Z010E0127	1.8814381450245	2.62752418287786
Z010E0128	2.39104584320578	3.06697176183645
Z010E0129	1.99040342842186	0.988398275104527
Z010E0130	2.01640627041968	2.79937725238854
Z010E0131	-0.623766288348959	-1.36702611063706
Z010E0132	4.03907855077369	3.49812469394411
Z010E0133	2.87084986397449	3.00029602429719
Z010E0134	2.38782461106226	3.08790486079236
Z010E0135	0.553330724191438	-0.963923886304838
Z010E0136	3.23218612288333	0.967594568573391
Z010E0137	2.77097136539992	0.490015526615601
Z010E0138	1.74831220745901	1.64945606003445
Z010E0139	1.5778689955491	2.46816217480461
Z010E0142	0.789304386454549	2.11141147177851
Z010E0143	3.60624547865501	3.36914393646486
Z010E0144	5.53876966601042	1.12342754656821
Z010E0145	2.93112477233471	2.55076403540732
Z010E0147	0.547675244723862	1.97883054341134
Z010E0149	0.147362530730018	1.86876875052646
Z010E0150	4.56876924693185	3.75315873407537
Z010E0151	3.48913945365752	2.49256313815687
Z010E0153	0.58347627661409	1.16419541912918
Z010E0155	1.40670225709086	1.90981524620239
Z010E0156	3.16261853390283	2.77052756909833
Z010E0157	2.34797257867534	3.52575038884924
Z010E0158	1.37656424384194	2.68716139406558
Z010E0159	-0.425300542225154	0.0899090894670482
Z010E0160	3.36533631180558	1.50096770053343
Z010E0161	3.81577893386982	2.89076957431793
Z010E0162	1.02011340410316	1.18877971203749
Z010E0163	1.42433335608058	2.00491772378379
Z010E0164	1.22351608653396	1.72810417808246
Z010E0165	2.70108510170736	2.80828710479682
Z010E0166	2.29253767240266	2.09246615350001
