0.370917136 0.037   0.028	0	0	0	0	0	0	0	0
4.768814606	1	1	1	1	1	0.694915	0.37288	0	0	0
0.796497008	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
2.56776682	1	1	1	1	1	1	1	1	1	1
-0.057953417	1	1	1	1	1	1	1	1	1	1
0.384503908	0	0	0	0	0	0	0	0	0	0
-0.3640776	1	1	1	1	1	0.694915	0.37288	0	0	0
2.073622566	0.5	0.5	0.40476	0.357145	0.20068	0.139455	0.07483	0	0	0
0.423689756	0.5	0.5	1	1	1	0.694915	0.37288	0	0	0
3.323026794	1	1	1	1	1	1	1	1	1	1
2.902712763	1	1	1	1	1	1	1	1	1	1
1.771784817	0	0	0	0	0	0	0	0	0	0
1.60715049	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.666665
-0.176246676	0	0	0	0	0	0	0	0	0	0
0.966453605	0	0	0	0	0	0	0	0	0	0
1.805177312	0.991	1	0	0	0	0	0	0	0	0
2.87082576	1	1	1	1	1	1	1	1	1	1
0.580677154	1	1	1	1	0	0	0	0	0	0
3.071680006	1	1	1	1	1	1	1	1	1	1
-0.330827618	0	0	0	0	1	1	1	1	1	1
2.082546522	0	0	0	0	0	0	0	0	0	0
4.500324289	1	1	1	1	1	1	1	1	1	1
2.342414286	1	1	1	1	0	0.305085	0.62712	1	1	1
3.804866739	1	1	1	1	1	1	1	1	1	1
0.69513098	0.5	0.5	0.5	0.558825	0.7521	0.82773	0.907565	1	1	1
1.726878962	0	0	0	0	0	0	0	0	0	0
-0.086879057	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.433335
1.820088638	1	1	1	1	1	1	1	1	1	1
1.421950647	0	0	0	0	0	0.305085	0.62712	1	1	1
2.054069739	1	1	1	1	1	1	1	1	1	1
2.636040436	1	1	1	1	1	1	1	1	1	1
1.555287016	1	1	1	1	1	0.694915	0.37288	0	0	0
4.329579109	0	0.05769	0.23718	0.326925	0.621795	0.73718	0.858975	1	1	1
1.295448886	1	1	1	1	1	1	1	1	1	1
-0.352665628	0	0	0	0	0	0	0	0	0	0
1.331422184	1	1	1	1	1	0.694915	0.37288	0	0	0
1.727272996	1	1	1	1	1	1	1	1	1	1
0.053245293	1	1	1	1	1	1	1	1	1	1
1.388347873	1	1	1	1	1	1	1	1	1	1
2.961769803	0	0	0	0	1	1	1	1	1	1
0.350163804	0.5	0.5	0.5	0.5	0.5	0.34746	0.18644	0	0	0
2.002704548	0.963	0.972	1	1	0	0	0	0	0	0
1.854394713	1	1	1	0	0	0	0	0	0	0
1.658649324	1	1	1	1	1	1	1	1	1	1
1.399142047	1	0.5	0.5	0.5	0.28095	0.19524	0.10476	0	0	0.333335
1.350366221	0	0	0	0	1	0.84746	0.68644	0.5	0.5	0.5
0.554861322	1	1	1	1	1	1	1	1	1	1
3.209821287	0.5	0.5	0.5	0.5	1	1	1	1	1	1
1.591977665	1	0.756755	0	0	0	0	0	0	0	0
0.427722915	1	1	1	1	0.5	0.5	0.5	0.5	0.5	0.5
2.051143552	0	0	0	0	0	0	0	0	0	0
1.52698481	0	0	0	0	0	0	0	0	0	0
1.355133247	0	0	0	0	0	0	0	0	0	0
1.87535523	1	1	0	0	0.438095	0.609525	0.790475	1	1	1
1.299006258	0	0	0	0	0	0.305085	0.62712	1	1	1
1.944383732	1	1	1	1	0	0	0	0	0	0
0.938683443	0	1	1	1	1	1	1	1	1	1
