Trait	Heritability_0.5_Rep_1
Z001E0131	1.321008557
Z001E0134	4.588138175
Z001E0135	3.044141612
Z001E0136	3.274888231
Z001E0137	2.328570734
Z001E0138	2.701718929
Z001E0139	4.300950111
Z001E0140	0.232887321
Z001E0141	1.199707592
Z001E0143	1.086588065
Z001E0144	-0.14598805
Z001E0145	2.091748773
Z001E0146	1.808779801
Z001E0147	1.779471495
Z001E0148	3.392503954
Z001E0149	1.029392848
Z001E0150	0.32419197
Z001E0151	1.68417369
Z001E0152	2.82140628
Z001E0153	1.098187861
Z001E0154	1.330996402
Z001E0156	2.74166261
Z001E0157	3.262121299
Z001E0158	2.4037399
Z001E0159	1.667109152
Z001E0160	2.825432393
Z001E0161	2.167122719
Z001E0162	1.083157556
Z001E0163	1.99849722
Z001E0164	1.040618879
Z001E0165	2.65957151
Z001E0166	3.756268161
Z001E0167	2.892213285
Z001E0168	0.396678706
Z001E0169	2.101594868
Z001E0170	1.843759879
Z001E0171	0.050892189
Z001E0172	2.200208248
Z001E0173	0.65813848
Z001E0174	2.337091035
Z001E0175	2.570487589
Z001E0176	1.937516065
Z001E0177	2.758832222
Z001E0178	0.957450319
Z001E0181	2.052949579
Z001E0182	1.605081052
Z001E0183	0.538868279
Z001E0184	1.555148127
Z001E0185	1.498857172
Z001E0186	1.199991583
Z001E0187	1.627470146
Z001E0188	1.058804668
Z001E0189	2.21701725
Z001E0190	0.844759409
Z001E0191	2.05452412
Z001E0192	3.007184237
Z001E0193	0.306678895
Z001E0194	1.13725383
Z001E0195	1.351068455
Z001E0196	2.845395687
Z001E0197	1.636296609
Z001E0198	-0.071822445
Z001E0199	0.261958363
Z003E0001	1.001995201
Z003E0002	2.896762114
Z003E0003	3.280869607
Z003E0006	2.107951319
Z003E0007	3.524220032
Z003E0009	2.430333136
Z003E0010	0.448878502
Z003E0011	-0.085100298
Z003E0012	0.797048471
Z003E0013	0.693675788
Z003E0014	0.24062607
Z003E0016	1.778708451
Z003E0017	3.270241361
Z003E0018	0.483761529
Z003E0019	1.251021405
Z003E0021	1.376506522
Z003E0022	1.948177601
Z003E0023	0.597645765
Z003E0024	1.272355933
Z003E0026	1.12181638
Z003E0027	0.784529017
Z003E0029	3.015656881
Z003E0030	1.506140693
Z003E0031	2.105329032
Z003E0032	1.607710681
Z003E0033	3.748259645
Z003E0034	1.729762176
Z003E0035	2.516777968
Z003E0036	1.331922655
Z003E0037	0.416589461
Z003E0038	1.385556186
Z003E0041	1.114705152
Z003E0042	2.084359346
Z003E0044	2.516164644
Z003E0045	1.970124788
Z003E0046	-0.320046281
Z003E0047	0.904343315
Z003E0049	3.507162602
Z003E0050	1.848790132
Z003E0051	3.592830558
Z003E0052	3.736544266
Z003E0053	3.328713356
Z003E0054	3.20344687
Z003E0055	2.165525846
Z003E0056	2.191135927
Z003E0057	2.651107942
Z003E0058	1.770783273
Z003E0059	3.180438876
Z003E0061	0.983965385
Z003E0063	1.476568808
Z003E0066	1.801320378
Z003E0067	0.980729226
Z003E0068	3.11140223
Z003E0069	2.385696239
Z003E0070	1.377034738
Z003E0071	1.685763341
Z003E0072	0.488724931
Z003E0073	2.764207326
Z003E0074	2.337787257
Z003E0075	1.495720035
Z003E0076	3.797423264
Z003E0077	1.253434619
Z003E0078	3.175057325
Z003E0079	3.006029009
Z003E0080	2.695514296
Z003E0081	2.560850416
Z003E0082	2.877988391
Z003E0083	2.666927371
Z003E0084	1.885123475
Z003E0085	1.354380407
Z003E0086	1.728156333
Z003E0087	1.430845802
Z003E0089	0.030151849
Z003E0092	4.072194547
Z003E0093	1.693900885
Z003E0094	3.505984779
Z003E0095	2.442785188
Z003E0097	1.263905291
Z003E0098	2.614852367
Z003E0100	1.998106812
Z003E0101	2.429137843
Z003E0102	1.137190232
Z003E0103	-0.611534025
Z003E0104	3.284993833
Z003E0105	1.595158736
Z003E0106	0.261454998
Z003E0107	-0.707935287
Z003E0108	2.370235595
Z003E0109	0.556953621
Z003E0110	3.399752844
Z003E0111	2.004787574
Z003E0112	-0.517100136
Z003E0114	2.780419396
Z003E0115	1.067020376
Z003E0116	-0.332923902
Z003E0117	2.570369564
Z003E0118	0.455848673
Z003E0120	1.601386525
Z003E0121	1.895007179
Z003E0122	1.407290634
Z003E0123	1.658710735
Z003E0126	4.276013172
Z003E0127	3.479699343
Z003E0128	1.708097302
Z003E0129	0.00750647
Z003E0130	0.968306273
Z003E0131	3.399947587
Z003E0132	1.299348182
Z003E0133	2.202612539
Z003E0134	1.571494247
Z003E0135	-0.218675189
Z003E0136	2.78309697
Z003E0138	-0.05069297
Z003E0139	2.83406058
Z003E0140	1.79092424
Z003E0142	2.068617855
Z003E0143	1.455454478
Z003E0144	2.098318891
Z003E0145	0.245895368
Z003E0147	2.461623267
Z003E0148	1.553555152
Z003E0149	3.112326757
Z003E0150	2.377679366
Z003E0152	1.170985879
Z003E0153	1.454585656
Z003E0154	0.435072304
Z003E0156	1.470549489
Z003E0157	1.927589066
Z003E0158	2.780491927
Z003E0160	1.34308854
Z003E0161	2.274223909
Z003E0163	0.485133688
Z003E0164	1.943005664
Z003E0166	3.352325894
Z003E0167	3.871271203
Z003E0168	3.098257837
Z003E0169	-0.036923157
Z003E0171	3.410510345
Z003E0172	2.626779754
Z003E0173	2.04806058
Z003E0174	0.697310654
Z003E0175	-0.319010252
Z003E0176	3.081296176
Z003E0177	1.021101394
Z003E0178	0.691647841
Z003E0183	0.263235015
Z003E0184	1.794617864
Z003E0185	1.051729235
Z003E0187	2.411000127
Z003E0188	1.934883506
Z003E0189	0.488467713
Z003E0192	2.218341468
Z003E0193	0.23208543
Z003E0194	1.228676626
Z003E0196	1.524562247
Z003E0198	1.361406
Z003E0199	1.640425118
Z008E0002	2.650557663
Z008E0003	4.385702096
Z008E0004	1.739542596
Z008E0006	2.76558873
Z008E0007	1.241367162
Z008E0008	2.199743726
Z008E0009	0.853836662
Z008E0010	2.203045999
Z008E0011	4.898068616
Z008E0013	1.781453554
Z008E0014	2.249747812
Z008E0016	3.369951064
Z008E0017	-0.301309479
Z008E0019	1.365042315
Z008E0020	2.097271398
Z008E0021	2.024135339
Z008E0023	2.065641003
Z008E0024	2.048674947
Z008E0025	2.547499307
Z008E0026	1.955536546
Z008E0028	0.799979995
Z008E0029	1.941178663
Z008E0030	0.100880574
Z008E0031	2.531058957
Z008E0032	1.737257197
Z008E0033	2.203167468
Z008E0035	2.574125596
Z008E0037	2.579712546
Z008E0038	2.652312439
Z008E0039	0.73279977
Z008E0040	2.172326868
Z008E0042	1.600013623
Z008E0044	3.635996391
Z008E0045	2.63745558
Z008E0046	2.112167971
Z008E0048	3.936663162
Z008E0050	2.137118004
Z008E0051	2.170257054
Z008E0054	2.188452456
Z008E0056	1.435908328
Z008E0057	1.516689731
Z008E0058	-0.09620442
Z008E0059	2.300985572
Z008E0060	1.337032771
Z008E0062	3.603775694
Z008E0066	1.737400328
Z008E0068	3.356044525
Z008E0069	3.953486465
Z008E0070	2.301206674
Z008E0071	2.452105454
Z008E0082	1.733220767
Z008E0083	0.846348004
Z008E0087	3.579382432
Z008E0088	0.853594926
Z008E0090	2.629643214
Z008E0091	3.668058871
Z008E0092	1.410998378
Z008E0094	-0.388772906
Z008E0097	2.741479481
Z008E0098	1.904170589
Z008E0101	1.449002391
Z008E0102	1.821936039
Z008E0103	4.069456446
Z008E0105	1.218370244
Z008E0106	0.03943494
Z008E0107	2.93037523
Z008E0110	2.414216344
Z008E0112	2.439201726
Z008E0113	3.853997912
Z008E0115	0.771508583
Z008E0118	2.14801617
Z008E0119	0.991856572
Z008E0120	2.534475063
Z008E0121	2.571959222
Z008E0122	-0.168682427
Z008E0124	1.004348169
Z008E0125	2.332976092
Z008E0126	1.973799721
Z008E0128	2.296179431
Z008E0129	2.227842456
Z008E0131	2.341231327
Z008E0132	1.424072712
Z008E0135	0.910452876
Z008E0136	3.236451875
Z008E0137	1.898741887
Z008E0139	1.008316913
Z008E0140	1.29572528
Z008E0141	3.245289959
Z008E0142	1.227909918
Z008E0144	1.868926977
Z008E0145	0.331721735
Z008E0147	1.276686073
Z008E0150	0.739155003
Z008E0151	3.01504281
Z008E0153	1.708729675
Z008E0155	1.579422475
Z008E0159	2.797757483
Z008E0160	1.974836077
Z008E0162	3.676927612
Z008E0163	3.416140029
Z008E0165	0.530463342
Z008E0167	2.649172985
Z008E0168	2.611663795
Z008E0170	2.223108464
Z008E0171	3.738703684
Z008E0175	2.336503962
Z008E0177	0.998307186
Z008E0178	2.981146748
Z008E0180	1.776593342
Z008E0181	3.11387118
Z008E0182	0.713511951
Z008E0186	1.229813779
Z008E0188	2.80388084
Z008E0189	1.825275143
Z008E0191	1.761528881
Z008E0194	3.439572754
Z008E0195	3.302691677
Z008E0197	0.795549952
Z008E0199	3.622485172
Z008E0200	1.975735949
Z010E0001	0.495182852
Z010E0002	1.1675176
Z010E0003	1.343321689
Z010E0007	-0.229875327
Z010E0008	0.311899608
Z010E0009	2.698727109
Z010E0010	0.675528095
Z010E0011	-1.120213689
Z010E0012	3.52018425
Z010E0013	1.83312054
Z010E0015	2.045606017
Z010E0017	1.544820556
Z010E0018	2.392322986
Z010E0021	1.78571901
Z010E0022	1.413168815
Z010E0023	2.045442519
Z010E0024	1.132630539
Z010E0025	3.415423514
Z010E0026	1.700614462
Z010E0027	2.866116804
Z010E0028	3.050801236
Z010E0029	4.014742845
Z010E0030	4.158681489
Z010E0032	1.63744881
Z010E0033	4.293180781
Z010E0034	1.883623884
Z010E0035	1.898988257
Z010E0036	2.16028285
Z010E0037	4.009493364
Z010E0038	2.941540958
Z010E0039	1.542226223
Z010E0040	2.895131484
Z010E0041	3.153193591
Z010E0042	3.401899016
Z010E0043	4.028864829
Z010E0044	2.273180123
Z010E0045	0.207559265
Z010E0046	3.817358676
Z010E0047	3.413711661
Z010E0048	1.297951639
Z010E0049	2.293078779
Z010E0050	3.112881319
Z010E0051	0.213883245
Z010E0052	3.327036082
Z010E0053	2.93897607
Z010E0055	2.132921231
Z010E0056	1.912062043
Z010E0057	3.037950221
Z010E0058	1.993098688
Z010E0059	1.49138947
Z010E0060	1.950455357
Z010E0061	2.687642872
Z010E0062	1.121717562
Z010E0063	3.195677279
Z010E0064	3.495927954
Z010E0065	3.148693895
Z010E0066	4.43021218
Z010E0067	1.706929762
Z010E0068	0.301668599
Z010E0069	3.506807963
Z010E0070	2.504963709
Z010E0071	0.046581431
Z010E0072	1.483152538
Z010E0075	1.464244947
Z010E0076	1.969987679
Z010E0077	2.124646205
Z010E0078	0.657663432
Z010E0079	0.686499302
Z010E0080	5.020481074
Z010E0081	2.574755613
Z010E0082	1.626760366
Z010E0083	2.906761752
Z010E0084	3.011352118
Z010E0085	-0.176591491
Z010E0086	-0.002178336
Z010E0087	2.09863902
Z010E0088	2.185473047
Z010E0089	1.749019378
Z010E0090	3.017306878
Z010E0091	1.496874691
Z010E0092	3.343492566
Z010E0094	0.142065952
Z010E0095	3.189354261
Z010E0098	0.753224772
Z010E0099	1.567803915
Z010E0100	1.700204824
Z010E0101	3.177982491
Z010E0103	2.141618514
Z010E0104	2.236405988
Z010E0106	0.612014569
Z010E0107	2.323456805
Z010E0108	2.392997649
Z010E0110	3.24430288
Z010E0111	1.197967337
Z010E0112	0.340812841
Z010E0113	1.168506174
Z010E0114	2.427140555
Z010E0115	2.731397566
Z010E0116	2.754270235
Z010E0117	3.267231956
Z010E0118	2.662417774
Z010E0119	2.577038036
Z010E0121	3.373856084
Z010E0122	3.288990461
Z010E0123	0.905532944
Z010E0124	3.168812795
Z010E0125	1.02596641
Z010E0126	4.394679841
Z010E0127	1.881438145
Z010E0128	2.391045843
Z010E0129	1.990403428
Z010E0130	2.01640627
Z010E0131	-0.623766288
Z010E0132	4.039078551
Z010E0133	2.870849864
Z010E0134	2.387824611
Z010E0135	0.553330724
Z010E0136	3.232186123
Z010E0137	2.770971365
Z010E0138	1.748312207
Z010E0139	1.577868996
Z010E0142	0.789304386
Z010E0143	3.606245479
Z010E0144	5.538769666
Z010E0145	2.931124772
Z010E0147	0.547675245
Z010E0149	0.147362531
Z010E0150	4.568769247
Z010E0151	3.489139454
Z010E0153	0.583476277
Z010E0155	1.406702257
Z010E0156	3.162618534
Z010E0157	2.347972579
Z010E0158	1.376564244
Z010E0159	-0.425300542
Z010E0160	3.365336312
Z010E0161	3.815778934
Z010E0162	1.020113404
Z010E0163	1.424333356
Z010E0164	1.223516087
Z010E0165	2.701085102
Z010E0166	2.292537672
Z010E0167	1.125682185
Z010E0169	1.425655103
Z010E0170	1.432008295
Z010E0172	3.706552581
Z010E0173	0.952089515
Z010E0174	3.162145745
Z010E0175	1.907831285
Z010E0176	0.402271274
Z010E0178	3.008241732
Z010E0179	0.851767347
Z010E0180	2.326923066
Z010E0181	3.491307102
Z010E0182	1.171818404
Z010E0184	1.942508246
Z010E0185	1.676681024
Z010E0186	2.079209395
Z010E0187	-0.972017266
Z010E0188	2.332256287
Z010E0189	2.580791065
Z010E0190	2.541334244
Z010E0191	2.005354159
Z010E0192	2.051934824
Z010E0193	3.45218939
Z010E0194	3.533427228
Z010E0196	3.817148718
Z010E0197	0.801564818
Z010E0198	3.624765216
Z010E0200	2.99685931
Z012E0001	-0.513460866
Z012E0003	0.872404135
Z012E0004	3.297181414
Z012E0005	1.931467816
Z012E0006	-0.143285225
Z012E0008	1.484611472
Z012E0009	0.048199825
Z012E0010	3.497316985
Z012E0011	2.043805175
Z012E0012	0.576566946
Z012E0013	2.284783136
Z012E0014	2.363871004
Z012E0016	1.768687153
Z012E0017	-1.735102474
Z012E0018	0.733884536
Z012E0020	3.370801194
Z012E0021	2.913610724
Z012E0022	2.752473351
Z012E0023	1.152244602
Z012E0024	2.161543079
Z012E0025	1.35020251
Z012E0026	0.831633819
Z012E0027	0.104869341
Z012E0028	1.840421238
Z012E0029	4.465535204
Z012E0030	2.005525552
Z012E0031	1.210509384
Z012E0033	0.818402324
Z012E0035	0.806787945
Z012E0036	-0.076949486
Z012E0037	2.497456041
Z012E0038	1.523124227
Z012E0040	0.700250691
Z012E0041	3.548851972
Z012E0042	0.882832323
Z012E0043	2.158592017
Z012E0044	1.527209368
Z012E0045	2.153103625
Z012E0046	0.994325263
Z012E0047	0.568407532
Z012E0048	0.6096139
Z012E0049	0.95468114
Z012E0050	0.586235065
Z012E0051	1.522698229
Z012E0053	0.37803989
Z012E0054	1.23634302
Z012E0056	3.299756022
Z012E0058	2.67374048
Z012E0059	0.814188472
Z012E0060	0.392441025
Z012E0061	-0.391835395
Z012E0062	2.585259315
Z012E0063	3.054779142
Z012E0064	2.424215062
Z012E0065	2.117856039
Z012E0067	2.160010435
Z012E0068	0.979684476
Z012E0069	2.80515694
Z012E0070	3.011349144
Z012E0071	3.32885602
Z012E0072	2.189074416
Z012E0074	1.106621403
Z012E0075	1.431598281
Z012E0076	0.478278104
Z012E0077	2.463156541
Z012E0078	2.061413178
Z012E0079	1.096688603
Z012E0080	0.339658071
Z012E0081	3.539503575
Z012E0082	1.395178342
Z012E0083	1.433144085
Z012E0084	1.695714028
Z012E0085	3.716623388
Z012E0086	1.344824163
Z012E0087	2.637704798
Z012E0088	1.417529566
Z012E0089	2.844973498
Z012E0090	0.81635188
Z012E0092	2.652216451
Z012E0093	3.067920366
Z012E0094	0.468995341
Z012E0095	0.881533177
Z012E0096	3.085691482
Z012E0097	0.071579157
Z012E0099	2.94581252
Z012E0101	0.557178392
Z012E0102	3.92204184
Z012E0103	2.193080079
Z012E0104	-0.678050817
Z012E0106	3.345279702
Z012E0107	1.569756737
Z012E0108	2.965542347
Z012E0109	0.921357446
Z012E0110	1.460048692
Z012E0111	-0.399492858
Z012E0112	0.868290528
Z012E0113	1.510443537
Z012E0114	1.685746602
Z012E0115	2.646708934
Z012E0116	0.118845243
Z012E0117	2.956405968
Z012E0119	2.737810485
Z012E0120	2.440584429
Z012E0121	2.696088546
Z012E0122	2.297637237
Z012E0123	2.168396888
Z012E0124	2.165978611
Z012E0125	1.937239099
Z012E0126	3.303152889
Z012E0127	3.171872289
Z012E0129	1.553827855
Z012E0130	3.713704093
Z012E0133	1.607436427
Z012E0134	1.218279486
Z012E0135	2.016389965
Z012E0136	1.613245039
Z012E0137	2.852155608
Z012E0138	0.057053497
Z012E0139	1.493966091
Z012E0141	2.334609695
Z012E0142	0.155282142
Z012E0143	0.18040623
Z012E0144	1.700111937
Z012E0145	2.067352954
Z012E0147	3.1458734
Z012E0148	1.351611474
Z012E0149	3.04344972
Z012E0150	0.19895629
Z012E0151	2.716223804
Z012E0152	0.148424759
Z012E0154	2.604278993
Z012E0155	1.752643857
Z012E0160	-0.078437086
Z012E0161	2.58634119
Z012E0163	3.143607346
Z012E0164	1.847356917
Z012E0165	0.337006157
Z012E0166	1.438128072
Z012E0167	0.892660307
Z012E0168	3.37797143
Z012E0169	2.489164349
Z012E0170	1.144850425
Z012E0171	0.261290915
Z012E0172	2.06952236
Z012E0173	4.245706528
Z012E0174	2.844579003
Z012E0175	3.170572344
Z012E0176	3.064681048
Z012E0177	3.027674388
Z012E0178	3.201996077
Z012E0180	1.528668284
Z012E0181	1.361486176
Z012E0182	2.330502675
Z012E0183	0.836537353
Z012E0184	1.137633821
Z012E0185	0.354788651
Z012E0186	3.266025371
Z012E0187	1.138799369
Z012E0188	1.202532897
Z012E0189	2.499868628
Z012E0191	2.924874038
Z012E0192	1.48694432
Z012E0193	2.006756587
Z012E0194	1.29326287
Z012E0195	1.286946832
Z012E0196	4.683498442
Z012E0197	3.947630786
Z012E0198	1.607908214
Z012E0199	3.362726338
Z012E0200	1.93916413
Z013E0001	1.737126565
Z013E0002	3.150098228
Z013E0003	2.791718499
Z013E0004	0.106443923
Z013E0005	2.308622809
Z013E0006	2.387060922
Z013E0007	1.809464899
Z013E0009	3.772864869
Z013E0010	1.466860631
Z013E0013	2.345639248
Z013E0014	1.196805364
Z013E0015	3.694059844
Z013E0016	1.978600983
Z013E0018	1.863433163
Z013E0019	1.204606129
Z013E0020	0.603254187
Z013E0021	0.601719918
Z013E0022	3.001993238
Z013E0023	0.82048491
Z013E0024	2.544232331
Z013E0025	3.365988659
Z013E0026	3.415700492
Z013E0027	-0.093095835
Z013E0028	0.74543224
Z013E0029	1.560332444
Z013E0030	1.756310314
Z013E0031	1.466537367
Z013E0033	3.791164806
Z013E0034	1.954626727
Z013E0035	2.292090952
Z013E0036	3.486487308
Z013E0037	1.108655875
Z013E0038	0.693096065
Z013E0039	3.576905158
Z013E0040	0.852469171
Z013E0042	2.933660804
Z013E0043	-0.824541784
Z013E0044	3.165212368
Z013E0045	2.393927416
Z013E0046	3.919009175
Z013E0049	2.101959414
Z013E0050	3.829536553
Z013E0051	1.367561048
Z013E0052	1.221293621
Z013E0053	0.372015632
Z013E0054	2.180880139
Z013E0055	1.515237506
Z013E0056	1.293951792
Z013E0057	1.775810755
Z013E0059	0.932444111
Z013E0060	0.007529819
Z013E0061	2.036280406
Z013E0062	2.908525387
Z013E0063	3.014757917
Z013E0065	0.364522835
Z013E0066	0.724653806
Z013E0067	2.313677954
Z013E0068	1.279104248
Z013E0069	2.791604922
Z013E0071	2.772665771
Z013E0072	2.291949283
Z013E0073	2.879780209
Z013E0074	0.465621516
Z013E0075	2.740195048
Z013E0076	1.573970022
Z013E0077	1.966788839
Z013E0078	2.139538843
Z013E0079	2.272323839
Z013E0081	1.298027948
Z013E0082	3.014942334
Z013E0083	1.236783378
Z013E0084	1.831023837
Z013E0085	2.366638112
Z013E0086	2.966270365
Z013E0087	2.67668434
Z013E0088	2.349986617
Z013E0089	1.058707166
Z013E0090	2.452757512
Z013E0091	1.862379004
Z013E0092	3.340897127
Z013E0093	1.652027747
Z013E0094	3.752901742
Z013E0095	2.672053485
Z013E0096	0.849480948
Z013E0097	3.110924457
Z013E0098	1.662168305
Z013E0099	-0.605057336
Z013E0100	0.142605065
Z013E0101	1.802362909
Z013E0102	0.119075201
Z013E0103	4.68237426
Z013E0104	1.243311595
Z013E0105	1.134927972
Z013E0110	-0.374601748
Z013E0112	2.00993991
Z013E0113	4.368561275
Z013E0114	0.397979478
Z013E0115	2.635765011
Z013E0116	2.792263695
Z013E0117	1.153815303
Z013E0118	2.528904417
Z013E0119	2.054775953
Z013E0120	0.71639799
Z013E0122	2.975149656
Z013E0123	2.344147676
Z013E0124	3.787869158
Z013E0125	0.298961241
Z013E0126	0.754045163
Z013E0127	6.2932177
Z013E0128	1.892962021
Z013E0129	5.51575705
Z013E0130	2.054634071
Z013E0131	1.620940722
Z013E0132	-0.392053171
Z013E0133	3.058820934
Z013E0134	3.337181268
Z020E0001	1.664866855
Z020E0002	3.824403401
Z020E0004	0.013626863
Z020E0005	2.955612635
Z020E0006	2.35900558
Z020E0007	3.43927569
Z020E0009	3.059281209
Z020E0010	1.358042074
Z020E0011	1.686441366
Z020E0012	1.722913016
Z020E0013	-0.2459081
Z020E0014	1.944984528
Z020E0015	2.538608448
Z020E0016	1.020220843
Z020E0017	3.037569252
Z020E0018	2.852013572
Z020E0021	0.797718987
Z020E0022	3.906759939
Z020E0023	0.150771243
Z020E0025	1.389846026
Z020E0027	1.981855425
Z020E0028	-0.084812758
Z020E0030	0.526326388
Z020E0031	3.589045463
Z020E0032	0.698184309
Z020E0033	1.858879415
Z020E0036	3.261749021
Z020E0037	2.582413618
Z020E0038	3.10621997
Z020E0040	1.445386742
Z020E0041	4.133627252
Z020E0042	4.456909619
Z020E0043	2.661000337
Z020E0044	3.842384967
Z020E0045	2.567159476
Z020E0046	2.159507209
Z020E0047	3.260119779
Z020E0048	2.019293809
Z020E0050	0.62543637
Z020E0052	1.39285074
Z020E0053	2.37550387
Z020E0054	3.936005243
Z020E0055	3.106717605
Z020E0058	1.611644863
Z020E0060	3.192998914
Z020E0061	4.707559937
Z020E0062	-0.078586662
Z020E0063	2.426456572
Z020E0064	0.997650746
Z020E0065	4.07806165
Z020E0066	1.880328505
Z020E0067	0.923079815
Z020E0068	0.957041128
Z020E0069	0.323022978
Z020E0070	4.17970682
Z020E0071	2.570915876
Z020E0073	1.281103925
Z020E0074	0.169720705
Z020E0075	2.809428507
Z020E0076	1.161118809
Z020E0077	2.652407251
Z020E0078	0.818809019
Z020E0079	2.547954276
Z020E0080	-0.393328921
Z020E0081	3.439821352
Z020E0083	1.478417805
Z020E0084	1.205304685
Z020E0085	4.190576568
Z020E0086	1.784260575
Z020E0087	0.175092156
Z020E0088	1.156089157
Z020E0089	2.293139802
Z020E0090	1.933368317
Z020E0091	2.024341906
Z020E0092	1.650566798
Z020E0093	2.647218596
Z020E0094	1.28197928
Z020E0095	2.892341335
Z020E0098	2.523334556
Z020E0100	2.32180147
Z020E0101	1.43791143
Z020E0102	3.215255783
Z020E0103	1.409324551
Z020E0104	2.988307145
Z020E0105	1.251718751
Z020E0106	0.577587114
Z020E0107	3.000986329
Z020E0108	0.379885957
Z020E0109	2.453379167
Z020E0110	0.979101624
Z020E0111	3.830987581
Z020E0112	2.221156881
Z020E0113	2.243748626
Z020E0114	1.81743291
Z020E0115	1.753435307
Z020E0116	4.216162613
Z020E0118	2.032370311
Z020E0121	2.188006979
Z020E0122	0.575059041
Z020E0123	0.682056695
Z020E0125	2.990556801
Z020E0126	0.044346769
Z020E0128	2.334323903
Z020E0131	0.997520956
Z020E0132	3.61349697
Z020E0133	1.429062127
Z020E0134	0.697809876
Z020E0135	2.405277301
Z020E0136	1.03130906
Z020E0137	1.840687119
Z020E0138	2.934734428
Z020E0139	5.479672424
Z020E0140	3.519736963
Z020E0141	1.997646186
Z020E0142	-0.007363536
Z020E0144	-0.350387957
Z020E0145	3.904650525
Z020E0146	0.674031259
Z020E0147	1.897875282
Z020E0148	1.637915797
Z020E0149	1.622058488
Z020E0150	0.24129983
Z020E0151	2.299468242
Z020E0152	2.326561562
Z020E0153	0.291555863
Z020E0155	4.732541141
Z020E0156	2.260331181
Z020E0157	0.965352057
Z020E0158	2.40757687
Z020E0160	2.679796775
Z020E0161	1.207732748
Z020E0162	1.688749208
Z020E0163	2.678133085
Z020E0164	3.590102904
Z020E0165	0.973488715
Z020E0167	1.455255873
Z020E0168	2.774890899
Z020E0169	1.900412789
Z020E0170	0.309243819
Z020E0171	2.596649714
Z020E0172	1.454964615
Z020E0173	-0.394639983
Z020E0175	2.349729701
Z020E0179	0.543019989
Z020E0180	1.893904951
Z020E0181	4.514966239
Z020E0182	0.873342137
Z020E0183	2.834592196
Z020E0185	0.222255337
Z020E0186	1.099978446
Z020E0187	-0.322767715
Z020E0188	3.657881019
Z020E0189	1.860526223
